Image,Name,CounteredBy
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Rumble
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Cho'Gath
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Vladimir
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Shen
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Riven
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Vi
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Nasus
http://www.championselect.net/images/CS_Champ_Icons_Resized/54_Web_0.jpg,Malphite,Warwick
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,Gangplank
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,Lux
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,LeBlanc
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,Galio
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,Talon
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,Ziggs
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,Diana
http://www.championselect.net/images/CS_Champ_Icons_Resized/90_Web_0.jpg,Malzahar,Syndra
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Dr. Mundo
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Shaco
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/57_Web_0.jpg,Maokai,Cho'Gath
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Rammus
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Cho'Gath
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Wukong
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Fiddlesticks
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Fiora
http://www.championselect.net/images/CS_Champ_Icons_Resized/masteryi.png,Master Yi,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Tristana
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Draven
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Caitlyn
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Taric
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Varus
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Quinn
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Caitlyn
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Leona
http://www.championselect.net/images/CS_Champ_Icons_Resized/21_Web_0.jpg,Miss Fortune,Thresh
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Zyra
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Cassiopeia
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Swain
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Malzahar
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Lux
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Kayle
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/mordekaiser.png,Mordekaiser,Anivia
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Talon
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Mordekaiser
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Vladimir
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Katarina
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Gangplank
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Ahri
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Diana
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Gragas
http://www.championselect.net/images/CS_Champ_Icons_Resized/25_Web_0.jpg,Morgana,Zed
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Lulu
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Ezreal
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Leona
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Blitzcrank
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Vayne
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Yasuo
http://www.championselect.net/images/CS_Champ_Icons_Resized/nami.png,Nami,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Riven
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Rumble
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Vladimir
http://www.championselect.net/images/CS_Champ_Icons_Resized/75_Web_0.jpg,Nasus,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Udyr
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Vi
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Xin Zhao
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/111_Web_0.jpg,Nautilus,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Yasuo
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Fizz
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Akali
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Xin Zhao
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Diana
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Katarina
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Kassadin
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Irelia
http://www.championselect.net/images/CS_Champ_Icons_Resized/nidalee.png,Nidalee,Ahri
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Udyr
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Graves
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Karma
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Vi
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Kha'Zix
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Xin Zhao
http://www.championselect.net/images/CS_Champ_Icons_Resized/nocturne.png,Nocturne,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Cassiopeia
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Sona
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Soraka
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Janna
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Alistar
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Leona
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Thresh
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Riven
http://www.championselect.net/images/CS_Champ_Icons_Resized/20_Web_0.jpg,Nunu,Nami
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Kennen
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Kayle
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Volibear
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Jarvan IV
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Jayce
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/olaf.png,Olaf,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,LeBlanc
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,Syndra
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,Diana
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,Ahri
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,Gragas
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,Zed
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,Akali
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,Lux
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,Ziggs
http://www.championselect.net/images/CS_Champ_Icons_Resized/61_Web_0.jpg,Orianna,Talon
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Shen
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Udyr
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Malphite
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Cho'Gath
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/80_Web_0.jpg,Pantheon,Vladimir
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Irelia
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Ahri
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Kennen
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Kayle
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/78_Web_0.jpg,Poppy,Rumble
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Caitlyn
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Caitlyn
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Varus
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Miss Fortune
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Tristana
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Draven
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Graves
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Corki
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Twitch
http://www.championselect.net/images/CS_Champ_Icons_Resized/quinn.png,Quinn,Sivir
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Trundle
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Dr. Mundo
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Vi
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Vi
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Cho'Gath
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Udyr
http://www.championselect.net/images/CS_Champ_Icons_Resized/33_Web_0.jpg,Rammus,Vayne
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Ryze
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Vayne
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Kennen
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Jayce
http://www.championselect.net/images/CS_Champ_Icons_Resized/58_Web_0.jpg,Renekton,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Fiora
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Riven
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/129_Web_0.jpg,Rengar,Irelia
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Kennen
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Fiora
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Jayce
http://www.championselect.net/images/CS_Champ_Icons_Resized/riven.png,Riven,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Xin Zhao
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Jayce
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Viktor
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Riven
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Renekton
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Volibear
http://www.championselect.net/images/CS_Champ_Icons_Resized/68_Web_0.jpg,Rumble,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Cassiopeia
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Brand
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Anivia
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Xerath
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Lux
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Ziggs
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Orianna
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Twisted Fate
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Kassadin
http://www.championselect.net/images/CS_Champ_Icons_Resized/13_Web_0.jpg,Ryze,Zyra
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Xin Zhao
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Nocturne
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Vi
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Jarvan IV
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/sejuani.png,Sejuani,Garen
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Lee Sin
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Riven
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Vi
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Warwick
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Nasus
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Shyvana
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/35_Web_0.jpg,Shaco,Nunu
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Warwick
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Vladimir
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Jayce
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Kayle
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/98_Web_0.jpg,Shen,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Olaf
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Yasuo
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Yorick
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Vi
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Fiora
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Aatrox
http://www.championselect.net/images/CS_Champ_Icons_Resized/102_Web_0.jpg,Shyvana,Pantheon
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Vladimir
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Jayce
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Elise
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Kayle
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Kennen
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Vayne
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Darius
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Nidalee
http://www.championselect.net/images/CS_Champ_Icons_Resized/27_Web_0.jpg,Singed,Rumble
http://www.championselect.net/images/CS_Champ_Icons_Resized/14_Web_0.jpg,Sion,Morgana
http://www.championselect.net/images/CS_Champ_Icons_Resized/14_Web_0.jpg,Sion,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/14_Web_0.jpg,Sion,Nasus
http://www.championselect.net/images/CS_Champ_Icons_Resized/14_Web_0.jpg,Sion,Jax
http://www.championselect.net/images/CS_Champ_Icons_Resized/14_Web_0.jpg,Sion,Teemo
http://www.championselect.net/images/CS_Champ_Icons_Resized/14_Web_0.jpg,Sion,Mordekaiser
